Title_Review,Pros,Cons,id,Stars,Company_name,Recommend,CEO_approval,Business_outlook,Location,Date,Employee_type,Employee_sen,neg,neu,pos,pros_comp,neg,neu,pos,cons_comp,avg_comp,pros_sent,cons_sent,avg_sent
"['overall', 'great', 'company', 'high', 'standard']","['challenge', 'sometimes', 'fun', 'work', 'environment', 'part', 'team', 'great', 'thing', 'great', 'people', 'work']","['organization', 'communication', 'challenge', 'maneuver', 'around', 'hour', 'become', 'challenge', 'manage', 'hectic', 'schedule', 'available', 'shift', 'order', 'move', 'certain', 'position', 'work', 'expectation', 'policy', 'change', 'confuse']",empReview_35439983,5.0,Amazon,positive,positive,positive,,2020-08-30,current employee,3-5 yrs,0.0,0.517,0.483,0.9201,0.04,0.861,0.099,0.2023,0.5612,positive,positive,positive
"['amaze', 'place', 'work']","[""'ve"", 'amazon', 'month', ""'ve"", 'see', 'none', 'horror', 'story', 'communicate', 'public', 'although', 'amazon', 'large', 'enough', 'company', ""'m"", 'sure', 'good', 'pocket', 'bad', 'pocket', 'everyone', 'really', 'smart', 'want', 'succeed', 'personally', 'company', 'people', 'collaborate', 'help', 'focus', 'data', 'truly', 'focus', 'customer', 'every', 'company', ""'ve"", 'ever', 'work', 'talk', 'important', 'customer', 'day', '2', ""'re"", 'forget', 'amazon', 'seem', 'genuinely', 'focus', ""'s"", 'best', 'customer', ""'s"", 'awesome', 'meeting', 'people', 'actually', 'bring', 'make', 'decision', 'focus', 'long-term', 'customer', 'satisfaction', 'opportunity', 'learn', 'literally', 'unlimited', 'opportunity', 'take', 'new', 'responsibility', 'well', 'honestly', 'believe', 'awesome', 'want']","['con', 'far', 'seriously', 'like', 'say', ""'m"", 'sure', 'amazon', 'bad', 'pocket', 'amaze', 'job', 'amazing', 'opportunity', 'big', 'thing', 'complain', ""'s"", 'little', 'chilly', 'build', 'live', 'amazon', 'demand', 'high', 'quality', 'measurable', 'result', 'yes', 'hard', 'work', 'yes', 'reward', 'yes', ""'m"", 'call', ""'con"", 'work/life', 'balance', 'seem', 'comparable', 'place', ""'ve"", 'work', 'worse']",empReview_19389841,5.0,Amazon,positive,positive,positive,"Phoenix, AZ",2018-02-23,current employee,<1 yrs,0.024,0.676,0.3,0.9938,0.096,0.577,0.328,0.9861,0.98995,positive,positive,positive
"['world', 'condescend', 'inferior']","['company', 'get', 'list', 'performance', 'c', 'list', 'employee', 'culture', 'quick', 'hard', 'charge', 'always', 'work', 'relevant', 'meaningful', 'project']","['maybe', 'company', 'recruit', 'c', 'lister', 'neither', 'merit', 'intelligence', 'strategic', 'vision', 'pedigree', 'academic', 'professional', 'accomplishment', 'become', 'successful', 'treacherous', 'low', 'cunning', 'way', 'imagine', 'lannisters', 'game', 'throne', 'attack', 'starks', 'game', 'throne', 'rawls', 'burrell', 'attack', 'mcnulty', 'daniel', 'wire', 'barrow', ""o'brien"", 'attack', 'mr', 'bat', 'downton', 'abbey', 'every', 'day', 'leadership', 'behavior', 'amazon', 'culture', 'amazon', 'infest', 'middle', 'talent', 'weasel', 'juked', 'stats', 'scheme', 'way', 'position', 'power', 'new', 'employee', 'come', 'actually', 'start', 'think', 'behavior', 'normal', 'expect', 'want', 'manage', 'people', '``', 'work', 'stimulate', 'fulfil', 'sneer', 'condescension', 'bag', 'cheat', 'skated', 'way', 'high', 'school', 'party', 'college', 'convert', 'winky', 'nod', 'nod', 'good', ""'ol"", 'boy', 'shenanigan', 'ask', 'question', 'introspection', '``', 'company', 'culture', 'make', 'manifest', 'bad', 'criticism', 'capitalism', 'leave', 'leaning', 'political', 'aspirant', 'would', 'look', 'business', 'organism', 'immediately', 'content', 'lash', 'corruption', 'come', 'free', 'enterprise', 'hard', 'work', 'reward', 'connect', 'incestuous', 'privileged', 'class', 'lounge', 'way', 'wealth', 'treat', 'employee', 'customer', 'like', 'kind', 'filth', 'shoe', 'pick', 'street']",empReview_14315095,4.0,Amazon,positive,negative,error,"Seattle, WA",2017-03-23,former employee,5-8 yrs,0.051,0.866,0.083,0.2263,0.12,0.758,0.122,0.1613,0.1938,positive,positive,positive
"['great', 'place']","['good', 'colleague', 'work', 'lot', 'train', 'career', 'growth']","['low', 'salary', 'slow', 'promotion']",empReview_73300699,5.0,Amazon,neutral,error,neutral,,2023-02-03,current employee,,0.0,0.621,0.379,0.6705,0.344,0.656,0.0,-0.2732,0.19865,positive,negative,positive
"['great', 'work', 'experience']","['surround', 'lot', 'intelligent', 'people', 'many', 'opportunity', 'volunteer', 'project', 'work', 'life', 'balance', 'good', 'non', 'busy', 'time', 'great', 'benefit', 'resource', 'overall', 'company', 'great', 'mission/culture', 'care', 'build', 'employee']","['management', 'fit', 'lead', 'go', 'depth', 'training']",empReview_73312008,5.0,Amazon,positive,error,negative,"Seattle, WA",2023-02-04,former employee,1-3 yrs,0.0,0.621,0.379,0.9705,0.131,0.869,0.0,-0.2755,0.34750000000000003,positive,negative,positive
['good'],"['good', 'experience', 'amazon', 'company']","['good', 'job', 'clean', 'job']",empReview_73312463,5.0,Amazon,neutral,neutral,neutral,,2023-02-04,current employee,,0.0,0.395,0.605,0.5574,0.0,0.61,0.39,0.4927,0.52505,positive,positive,positive
['good'],"['nice', 'company', 'work']","['con', 'good', 'company']",empReview_73312774,5.0,Amazon,neutral,neutral,neutral,,2023-02-04,former employee,,0.0,0.564,0.436,0.4754,0.212,0.481,0.307,0.2484,0.3619,positive,positive,positive
"['lot', 'opportunity', 'accountability', 'hard', 'come']","[""'ve"", 'never', 'work', 'company', 'allow', 'explore', 'develop', 'idea', 'want', 'people', 'skill', 'hard', 'develop', 'within', 'operation', 'lean', 'hr', 'lot', 'skill', 'mean', 'get', 'freedom', 'develop', 'idea', 'implement', 'new', 'way', 'approach', 'situation']","['work', 'hr', 'amazon', 'incredibly', 'stressful', 'downright', 'dangerous', 'time', 'cut', 'staff', 'yet', 'operational', 'leader', 'make', 'demand', 'every', 'day', ""n't"", 'even', 'hold', 'accountable', 'metric']",empReview_73291289,4.0,Amazon,positive,error,positive,,2023-02-03,current employee,1-3 yrs,0.022,0.892,0.086,0.6249,0.185,0.779,0.036,-0.796,-0.08555000000000001,positive,negative,negative
"['problem', 'solver', 'amazon']","['good', 'pay', 'flexible', 'hour', 'full', 'time/', 'part', 'time', 'opportunities', 'lot', 'opportunity', 'advance']","['sometimes', 'difficult', 'get', 'shifts', 'hour', 'cap', '27-32', 'hour', 'could', 'work', 'day', 'week', 'season']",empReview_73292183,4.0,Amazon,positive,positive,positive,,2023-02-03,current employee,,0.065,0.467,0.467,0.8225,0.102,0.898,0.0,-0.3612,0.23065,positive,negative,positive
"['overall', 'fine']","['good', 'place', 'build', 'resume']","['know', ""'s"", 'like', 'work', 'big', 'corp', '...']",empReview_73292419,4.0,Amazon,neutral,neutral,neutral,Los Angeles,2023-02-03,current employee,,0.0,0.633,0.367,0.4404,0.0,0.783,0.217,0.3612,0.40080000000000005,positive,positive,positive
"['happy', 'ever', 'change']","['encourage', 'innovate', 'scale', 'process']","['keep', 'knee', 'buckle', 'change', 'happen', 'often']",empReview_73292686,4.0,Amazon,positive,positive,positive,"Denver, CO",2023-02-03,current employee,1-3 yrs,0.0,0.519,0.481,0.7579,0.0,1.0,0.0,0.0,0.37895,positive,negative,positive
['amazon'],"['best', 'company', 'work']","['senior', 'manager', 'good']",empReview_73296245,4.0,Amazon,positive,positive,positive,,2023-02-03,former employee,3-5 yrs,0.0,0.488,0.512,0.6369,0.376,0.624,0.0,-0.3412,0.14785,positive,negative,positive
['amazon'],"['4', 'day', 'work', 'week', 'great', 'co', 'worker']","['extra', 'hour', 'day', 'much', 'support', 'much', 'training']",empReview_73297465,4.0,Amazon,positive,error,positive,"Avenel, NJ",2023-02-03,current employee,3-5 yrs,0.0,0.594,0.406,0.6249,0.201,0.799,0.0,-0.3089,0.158,positive,negative,positive
"['place', 'learn']","['good', 'company', 'learn', 'grow']","['nothing', '..', 'micromanage', 'ment', 'work']",empReview_73300090,4.0,Amazon,positive,positive,positive,Engineer in Bangalore,2023-02-03,current employee,3-5 yrs,0.0,0.633,0.367,0.4404,0.0,1.0,0.0,0.0,0.2202,positive,negative,positive
['laid'],"['work', 'life', 'balance', 'great']","['one', 'idea', 'go']",empReview_73300842,4.0,Amazon,positive,negative,error,"York, NY",2023-02-03,former employee,1-3 yrs,0.0,0.494,0.506,0.6249,0.239,0.761,0.0,-0.296,0.16445,positive,negative,positive
"['perfect', 'individual', 'balance', 'goal']","['work', 'life', 'balance', 'benefit', 'pay', 'mostly', 'low', 'stress']","['lot', 'rapid', 'change', 'sudden', 'constant', 'reestablish', 'trust', 'different', 'business', 'line', 'extremely', 'difficult', 'move', 'without', 'bring', 'individual', 'skill', 'set', 'develop', 'elsewhere']",empReview_73301842,4.0,Amazon,positive,positive,positive,"Tempe, AZ",2023-02-03,current employee,1-3 yrs,0.453,0.36,0.187,-0.4019,0.073,0.84,0.087,0.1298,-0.13605,negative,positive,negative
"['amaze', 'learn', 'growth', 'opportunity']","['anything', 'want', 'amazon', 'idea', 'build/implement', 'everything', 'move', 'fast', 'learn', 'much', 'focus', 'growth']","['hard', 'gain', 'experience', 'people', 'move', 'around', 'quickly', 'tenure', 'shorter', 'compare', 'establish', 'company']",empReview_73310775,4.0,Amazon,positive,neutral,positive,"Philadelphia, PA",2023-02-04,current employee,1-3 yrs,0.0,0.773,0.227,0.7351,0.067,0.769,0.163,0.4588,0.59695,positive,positive,positive
"['never', 'boring', 'day']","['never', 'bore', 'independence', 'schedule', 'help', 'vendor']","['time', 'way', 'much', 'work', 'lot', 'red', 'tape']",empReview_73312700,4.0,Amazon,negative,positive,positive,"Milwaukee, WI",2023-02-04,current employee,<1 yrs,0.0,0.689,0.311,0.5445,0.0,1.0,0.0,0.0,0.27225,positive,negative,positive
"['train', 'career', 'growth']","['train', 'amazon', 'huge', 'shift', 'traditional', 'enablement', 'company', 'aws', ""'s"", 'training', 'structure', 'boast', 'way', 'improve', 'career', 'personally', 'professionally']","['con', 'see', 'somethings', 'outdated', 'need', 'update']",empReview_73255934,5.0,Amazon,positive,positive,positive,,2023-02-02,current employee,<1 yrs,0.0,0.784,0.216,0.7096,0.0,1.0,0.0,0.0,0.3548,positive,negative,positive
"['great', 'work', 'amazon']","['lot', 'learn', 'opportunity', 'on-demand', 'class', 'include', 'aws', 'technology', 'lot', 'mentorship', 'option', 'possibility', 'change', 'team', 'well', 'define', 'promotional', 'guideline']","['lot', 'internal', 'service', 'wo', ""n't"", 'need', 'know', 'outside', 'need', 'spend', 'lots', 'time', 'understand', 'work', 'test', 'feature', 'bureaucracy', 'manager', 'get', 'lazy', 'work', 'promotion', 'need', 'push', 'lot']",empReview_73256374,5.0,Amazon,positive,neutral,neutral,"Seattle, WA",2023-02-02,former employee,3-5 yrs,0.0,0.836,0.164,0.5719,0.062,0.938,0.0,-0.5023,0.0348,positive,negative,negative
['amazon'],"['work', 'life', 'balance', 'employee', 'centric', 'company', 'leave', 'policy', 'good']","['growth', 'slow', 'otherwise', 'everything', 'else', 'fine']",empReview_73258217,5.0,Amazon,neutral,neutral,neutral,,2023-02-02,current employee,,0.099,0.661,0.24,0.4019,0.0,0.577,0.423,0.5267,0.46429999999999993,positive,positive,positive
"['blossoming', 'business']","['hyper', 'growth', 'mode', 'contract', 'cost', 'set']","['non', 'sale', 'task', 'expect', 'move', 'sr', 'leadership', 'less', 'less', 'true', 'sale', '``', 'mind', 'leders']",empReview_73259268,5.0,Amazon,positive,neutral,positive,"Seattle, WA",2023-02-02,current employee,,0.161,0.511,0.328,0.3156,0.0,0.883,0.117,0.3057,0.31065,positive,positive,positive
"['part-time', 'employee']","['flexible', 'schedule', 'decent', 'pay', 'benefit']","['long', 'standing', 'hour', 'physically', 'demand']",empReview_73260330,5.0,Amazon,neutral,neutral,neutral,,2023-02-02,current employee,,0.177,0.253,0.57,0.4767,0.322,0.678,0.0,-0.2263,0.1252,positive,negative,positive
"['great', 'company', 'work']","['great', 'working', 'condition', 'great', 'pay', 'great', 'colleague']","['commute', 'big']",empReview_73283080,5.0,Amazon,positive,error,positive,,2023-02-03,current employee,,0.079,0.226,0.695,0.9169,0.0,1.0,0.0,0.0,0.45845,positive,negative,positive
"[""'ll"", 'never', 'bore']","['great', 'growth', 'opportunity', 'technical', 'soft', 'skill', 'really', 'passionate', 'team', 'great', 'quality', 'culture']","['workload', 'challenge', 'sometime', 'manage']",empReview_73286083,5.0,Amazon,positive,positive,positive,,2023-02-03,current employee,<1 yrs,0.0,0.45,0.55,0.9524,0.0,0.814,0.186,0.1531,0.5527500000000001,positive,positive,positive
"['great', 'company']","['big', 'impact', 'smart', 'team', 'skill', 'development']","['high', 'pressure', 'top', 'decision']",empReview_73286640,5.0,Amazon,neutral,neutral,neutral,,2023-02-03,current employee,,0.0,0.649,0.351,0.4019,0.314,0.429,0.257,-0.1027,0.14959999999999998,positive,negative,positive
"['awesome', 'place', 'work']","['amazon', 'offer', 'detail', 'onboarding', 'plan', 'internship', 'proposal', 'intern', 'friendly', 'working', 'environment', 'helpful', 'colleague']","['coffee', 'kitchen', 'good', '...', 'also', 'sometimes', 'bit', 'stressful', 'deliver', 'something', 'every', 'week']",empReview_73286733,5.0,Amazon,neutral,neutral,neutral,Intern in Berlin,2023-02-03,current employee,<1 yrs,0.0,0.637,0.363,0.7902,0.206,0.794,0.0,-0.6914,0.0494,positive,negative,negative
"['great', 'place', 'work']","['speed', 'decision', 'making', 'empowerement']","['churn', 'meet', 'tight', 'deadline']",empReview_73287505,5.0,Amazon,positive,positive,positive,Manager in Luxembourg,2023-02-03,current employee,3-5 yrs,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,negative,negative,negative
"['great', 'job']","['job', 'security', 'pay', 'room', 'advancement']","['long', 'hour', 'infringe', 'family/life', 'balance', 'possibly']",empReview_73288585,5.0,Amazon,neutral,positive,positive,,2023-02-03,former employee,3-5 yrs,0.179,0.513,0.308,0.25,0.0,1.0,0.0,0.0,0.125,positive,negative,positive
"['great', 'workplace']","['amazon', 'great', 'place', 'hardworking', 'curious', 'intelligent', 'individual', 'strive', 'improve', 'learn', 'continuously', 'employee', 'feel', 'value', 'also', 'work', 'positively', 'impact', 'company', 'customer', 'well', 'overall', 'compliance', 'culture', 'organization']","[""n't"", 'notice', 'con', 'yet']",empReview_73288635,5.0,Amazon,positive,neutral,neutral,,2023-02-03,current employee,<1 yrs,0.0,0.623,0.377,0.9657,0.0,1.0,0.0,0.0,0.48285,positive,negative,positive
"['kind', 'company']","['work', 'amazon', '2+', 'year', ""'s"", 'quite', 'fantastic', 'smart', 'people', 'good', 'friend', 'best', 'work', 'environment', 'benefit', 'basically', ""n't"", 'need', 'worry', 'anything', 'else', 'besides', 'work']","['sadly', 'peer', 'manager', 'change', 'quick', '...', 'smart', 'people', 'always', 'volunteer', 'leave', 'company', 'compensation', 'management']",empReview_73289387,5.0,Amazon,positive,error,neutral,,2023-02-03,current employee,1-3 yrs,0.0,0.508,0.492,0.9725,0.124,0.756,0.12,-0.0258,0.47335,positive,negative,positive
"['nice', 'job']","['friendly', 'atmosphere', 'fair', 'wage', 'schedule', 'good']","['need', 'hour', 'take', 'care', 'ch']",empReview_73255951,4.0,Amazon,positive,error,error,,2023-02-02,former employee,,0.0,0.373,0.627,0.8126,0.0,0.714,0.286,0.4939,0.65325,positive,positive,positive
"['area', 'manager']","['physical', 'work', 'need', 'relocate', 'often', 'promotion', 'operation', 'management', 'position']","['great', 'benefit', 'stock', 'option']",empReview_73256411,4.0,Amazon,positive,error,positive,,2023-02-02,current employee,,0.0,1.0,0.0,0.0,0.0,0.309,0.691,0.7717,0.38585,negative,positive,positive
['none'],"['good', 'culture', 'work', 'envoy']","['recently', 'get', 'layoff', 'due', 'toxic', 'management']",empReview_73244854,5.0,Amazon,negative,error,error,,2023-02-02,current employee,,0.0,0.58,0.42,0.4404,0.0,1.0,0.0,0.0,0.2202,positive,negative,positive
"['amazon', 'air']","['amazon', 'great', 'company']","['nothing', 'negative', 'say', 'amazon']",empReview_73246779,5.0,Amazon,neutral,neutral,neutral,"Erlanger, KY",2023-02-02,current employee,3-5 yrs,0.0,0.341,0.659,0.7003,0.0,0.561,0.439,0.5716,0.63595,positive,positive,positive
"['great', 'place', 'work']","['flex', 'schedule', 'best', 'leadership', 'safety', 'environment']","['noise', 'level', 'little', 'high']",empReview_73247311,5.0,Amazon,positive,positive,positive,,2023-02-02,current employee,1-3 yrs,0.0,0.364,0.636,0.7906,0.0,1.0,0.0,0.0,0.3953,positive,negative,positive
"['happy', 'learning']","['plenty', 'growth', 'opportunity', 'ocean', 'resource', 'available', 'help', 'learn', 'writing', 'culture', 'prefers', 'detail', 'narrative', 'powerpoint', 'slide', 'helpful', 'co-worker']","['always', 'day', 'one', 'day', '2', 'death']",empReview_73248811,5.0,Amazon,neutral,neutral,neutral,"Herndon, VA",2023-02-02,current employee,<1 yrs,0.0,0.627,0.373,0.8658,0.394,0.606,0.0,-0.5994,0.13319999999999999,positive,negative,positive
"['good', 'partime', 'job']","['sort', 'center', 'good', 'partime', 'job', 'pay', 'flexibility', 'shift', 'premium']","['flex', 'shift', 'mandatory', 'safety', 'shoe']",empReview_73249618,5.0,Amazon,positive,negative,neutral,,2023-02-02,current employee,,0.095,0.544,0.361,0.5994,0.0,0.494,0.506,0.4767,0.53805,positive,positive,positive
['amaze'],"['amaze', 'work', 'culture', 'great', 'team']","['con', 'nice', 'company', 'learn', 'n', 'grow']",empReview_73253180,5.0,Amazon,positive,positive,positive,Analyst in Bangalore,2023-02-02,current employee,5-8 yrs,0.0,0.275,0.725,0.836,0.154,0.63,0.216,0.2247,0.53035,positive,positive,positive
"['good', 'experience']","['good', 'benefit', 'engage', 'culture']","['fast', 'paced', 'high', 'stress', 'environment']",empReview_73215325,4.0,Amazon,neutral,neutral,neutral,Intern in Luxembourg,2023-02-01,former employee,,0.0,0.202,0.798,0.7845,0.412,0.588,0.0,-0.4215,0.1815,positive,negative,positive
"['good', 'job', 'experience']","['benefit', 'company', 'value', 'engagement', 'activity', 'act', 'role', 'peer']","['salary', 'expectation', 'slow', 'growth', 'workload', 'kc', 'skill', 'swap']",empReview_73215632,4.0,Amazon,positive,positive,neutral,,2023-02-01,current employee,5-8 yrs,0.0,0.376,0.624,0.8074,0.0,0.729,0.271,0.3818,0.5946,positive,positive,positive
['amazon'],"['great', 'pay', 'flex', 'work', 'schedule']","['schedule', 'always', 'night']",empReview_73216301,4.0,Amazon,neutral,neutral,neutral,"Mesa, AZ",2023-02-01,current employee,1-3 yrs,0.147,0.421,0.432,0.5719,0.0,1.0,0.0,0.0,0.28595,positive,negative,positive
"['impressive', 'intelligent', 'colleague', 'interest', 'work', 'political']","['amazon', 'marketplace', 'know', '3p', 'internally', 'company', 'never', 'stop', ""'s"", 'quiet', 'time', 'year', 'mean', 'always', 'opportunity', 'learn', 'dive', 'something', 'new', 'curiosity', 'single', 'big', 'determinant', 'success', 'experience', 'feel', 'rub', 'shoulder', 'incredibly', 'bright', 'talented', 'colleague', 'diverse', 'background', 'bring', 'shine', 'various', 'role', 'do', 'overall', 'happy', 'leadership', 'principle', 'generally', 'really', 'resonate', 'style', 'work', 'like', 'mostly', 'see', 'embodied', 'simple', 'value', '``', 'lip-service']","['promotion', 'process', 'un-meritocratic', 'incredibly', 'political', 'due', 'level', 'structure', 'recent', 'job', 'cut', 'business', 'change', 'fly', 'face', 'everything', 'work', 'build', 'long', 'term', 'bet', 'short', 'term', 'productivity', ""'s"", 'dress', 'ensure', 'one', 'team', 'get', 'cut', '``', ""'s"", 'hand-in-hand', 'attempt', 'ensure', 'senior', 'manager', ""n't"", 'lose', 'scope', 'decelerate', 'promotion', 'attempt', 'area', 'work', 'hamstrung', 'toxic', 'cycle', 'whereby', 'order', 'get', 'promote', 'increase', 'span', 'control', '``', 'i.e', 'ensure', 'number', 'people', 'grow', 'past', 'certain', 'point', 'never', 'dip', 'despite', 'customer', 'obsess', '``', 'company', 'many', 'decision', 'clearly', 'make', 'someone', ""'s"", 'promotion', 'line', 'rather', ""'s"", 'best', 'amazon', ""'s"", 'customer', 'cost', 'work', 'large', 'company', 'suppose']",empReview_73220864,4.0,Amazon,positive,error,error,,2023-02-01,current employee,,0.034,0.777,0.189,0.9562,0.055,0.753,0.192,0.9785,0.96735,positive,positive,positive
"['cool', 'place']","['lot', 'perk', '...', 'benefit', 'good']","['lot', 'drama', 'lot', 'drama']",empReview_73234555,4.0,Amazon,neutral,neutral,neutral,,2023-02-01,current employee,1-3 yrs,0.0,0.476,0.524,0.6705,0.0,1.0,0.0,0.0,0.33525,positive,negative,positive
[],"['great', 'work', 'great', 'opportunity', 'grow']","['bad', 'culture', 'bad', 'work', 'life', 'balance']",empReview_73234900,4.0,Amazon,positive,positive,positive,,2023-02-01,current employee,,0.0,0.267,0.733,0.9001,0.583,0.417,0.0,-0.7906,0.05475000000000002,positive,negative,negative
['surprise'],"['consistent', 'way', 'work', 'across', 'company', 'apply', 'leadership', 'principle', 'write', '6-page', 'document', 'etc']","['rigor', 'intensity', ""n't"", 'everyone', 'really', 'need', 'pace', 'meaningfully', 'long', 'career']",empReview_73235196,4.0,Amazon,neutral,neutral,neutral,,2023-02-01,current employee,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,negative,negative,negative
['applicable'],"['flebile', 'work', 'culture', 'amazon']","['lot', 'many', 'meeting', 'amazon']",empReview_73238849,4.0,Amazon,negative,negative,negative,Engineer in Hyderābād,2023-02-02,current employee,5-8 yrs,0.0,0.702,0.298,0.1779,0.0,0.702,0.298,0.1779,0.1779,positive,positive,positive
"['good', 'job', 'overall']","['schedule', 'good', 'benefit']","['pay', 'management', 'issue', 'besides', 'okay', 'job']",empReview_73243177,4.0,Amazon,positive,neutral,neutral,"Phoenix, AZ",2023-02-02,former employee,1-3 yrs,0.0,0.353,0.647,0.6705,0.089,0.738,0.173,0.2846,0.47755000000000003,positive,positive,positive
"['hit', 'miss']","['manage', 'time', 'work']","['responsibility', 'take', 'away', 'people', 'complete']",empReview_73243187,4.0,Amazon,neutral,neutral,neutral,,2023-02-02,current employee,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,negative,negative,negative
"['demand', 'company', 'good', 'benefit']","['good', 'salary', 'friendly', 'environment', 'organize']","['bureaucracy', 'work', 'team', 'environment', 'setup', 'frustrating']",empReview_73243392,4.0,Amazon,positive,positive,error,,2023-02-02,current employee,,0.0,0.496,0.504,0.7269,0.197,0.803,0.0,-0.4927,0.11709999999999998,positive,negative,positive
"['nice', 'first', 'job']","['good', 'pay', 'interview', '4', 'day']","['long', 'shift', '10', 'hr', 'regular']",empReview_73245018,4.0,Amazon,neutral,neutral,neutral,"Rialto, CA",2023-02-02,current employee,,0.313,0.435,0.252,0.0772,0.0,1.0,0.0,0.0,0.0386,negative,negative,negative
"['shift', 'manager']","['good', 'start', 'salary', 'great', 'career', 'opportunity']","['much', 'work', 'workload', 'plus', 'responsibility']",empReview_73246722,4.0,Amazon,neutral,neutral,neutral,Manager in Berlin,2023-02-02,current employee,,0.0,0.294,0.706,0.8625,0.0,1.0,0.0,0.0,0.43125,positive,negative,positive
['work'],"['learn', 'technology']","['work', 'life', 'balance']",empReview_73246819,4.0,Amazon,negative,negative,neutral,Backend in Chennai,2023-02-02,current employee,1-3 yrs,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,negative,negative,negative
['amazon'],"['best', 'culture', 'team', 'work', 'diverse', 'leadership']","['unrealistic', 'expectation', 'stakeholder', 'pressure', 'peak']",empReview_73246864,4.0,Amazon,positive,positive,neutral,Specialist in Hyderābād,2023-02-02,current employee,3-5 yrs,0.0,0.656,0.344,0.6369,0.268,0.732,0.0,-0.296,0.17045000000000002,positive,negative,positive
[],"['fun', 'good', 'pay', 'great', 'culture']","['lot', 'tedious', 'task', 'require']",empReview_73249877,4.0,Amazon,neutral,neutral,neutral,"Dale, IL",2023-02-02,current employee,,0.11,0.079,0.811,0.872,0.0,1.0,0.0,0.0,0.436,positive,negative,positive
"['delivery', 'station', 'manager']","['good', 'team', 'pay', 'enjoy', '4/3', 'work', 'schedule']","['long', 'hour', 'high', 'manager', 'employee', 'ratio', 'many', 'meeting', 'take', 'away', 'daily', 'duty']",empReview_73250183,4.0,Amazon,positive,error,error,"Dallas, TX",2023-02-02,former employee,,0.103,0.441,0.456,0.7003,0.0,1.0,0.0,0.0,0.35015,positive,negative,positive
['good'],"['benefit', 'good', 'leave', 'policy', 'good']","['unbelievable', 'target', 'difficult', 'achieve']",empReview_73250756,4.0,Amazon,neutral,neutral,neutral,,2023-02-02,current employee,,0.088,0.294,0.618,0.802,0.264,0.566,0.17,-0.2484,0.27680000000000005,positive,negative,positive
"['good', 'experience']","['good', 'work', 'environment', 'friendly', 'manager', 'good', 'training']","['long', 'hour', 'shift', 'tire']",empReview_73251060,4.0,Amazon,neutral,neutral,neutral,"Daventry, England",2023-02-02,former employee,<1 yrs,0.0,0.35,0.65,0.8516,0.0,1.0,0.0,0.0,0.4258,positive,negative,positive
"['amount', 'work', 'load', 'oversite', 'overboard']","['always', 'plenty', 'work', 'much', 'else', 'find', 'driver', 'positive']","['cant', 'deliver', 'package', 'netrodyne', 'system', '4', 'camera', 'record', 'day', 'ementor', 'app', 'monitor', 'movement', 'lastly', 'every', 'customer', 'cameras', 'monitor', 'criticize', 'every', 'step', 'day', '8', 'month', 'different', 'package', 'company', 'amazon', 'heaven', 'deliver', 'package']",empReview_73252179,4.0,Amazon,negative,error,error,,2023-02-02,former employee,,0.0,0.806,0.194,0.5574,0.042,0.874,0.084,0.3612,0.45930000000000004,positive,positive,positive
"['amazon', 'ad']","['able', 'learn', 'lot', 'thing']","[""n't"", 'receive', 'feedback', 'culture', 'toxic']",empReview_73252741,4.0,Amazon,positive,positive,positive,"Seattle, WA",2023-02-02,current employee,3-5 yrs,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,negative,negative,negative
"['great', ""n't""]","['work', 'remotely', 'able', 'influence']","['imbalance', 'product', 'manager', 'tech', 'folk', 'meant', 'product', 'manager', 'write', 'many', 'requirement', 'top', '10', 'go', 'get', 'implement', 'someone', 'plenty', 'experience', 'building', 'software', 'could', 'identify', 'would', 'implement', 'would', ""n't"", 'frustrate', 'waste', '90', 'work/time']",empReview_73252900,4.0,Amazon,positive,positive,neutral,"Boston, MA",2023-02-02,former employee,5-8 yrs,0.0,1.0,0.0,0.0,0.052,0.874,0.074,0.0923,0.04615,negative,negative,negative
"['job', 'satisfaction']","['extreme', 'job', 'security', 'satisfaction']",[],empReview_73177263,5.0,Amazon,neutral,neutral,neutral,,2023-01-31,current employee,,0.0,0.35,0.65,0.6786,0.0,1.0,0.0,0.0,0.3393,positive,negative,positive
['amaze'],"['good', 'team']","['nothing', 'good', 'job']",empReview_73180521,5.0,Amazon,neutral,neutral,neutral,,2023-01-31,former employee,,0.0,0.58,0.42,0.4404,0.0,0.715,0.285,0.4927,0.46655,positive,positive,positive
"['amazon', 'review', 'fresher']","['learn', 'new', 'thing', 'engage', 'work', 'everyday']","['kind', 'occupied', 'full', 'day', 'provide', 'extra', 'time', 'deliver', 'task']",empReview_73201229,5.0,Amazon,neutral,neutral,neutral,,2023-02-01,current employee,<1 yrs,0.0,0.769,0.231,0.4019,0.0,1.0,0.0,0.0,0.20095,positive,negative,positive
['review'],"['amazon', 'dynamic', 'culture']","['dynamic', 'culture', 'sometimes', 'hinder', 'rigid', 'mindset']",empReview_73201505,5.0,Amazon,neutral,neutral,neutral,,2023-02-01,current employee,,0.0,0.465,0.535,0.5563,0.135,0.631,0.234,0.2732,0.41475,positive,positive,positive
